v0,theta_deg,theta_rad,t,t_fraction,v0x,v0y,vx_t,vy_t,speed_t,ke_t,x_t,y_t,x_t_noisy,y_t_noisy,t_flight,h_max,range
78.52582461281652,64.4240980267073,1.1244126281936242,10.697242926514374,0.7407727546291889,33.900101752306576,70.83140710381294,33.900101752306576,-34.10854600529308,48.08960188452316,1156.304904705967,362.63762367797904,196.41668306375573,361.94933499181656,196.56290276902072,14.440653843794685,255.7129578137656,489.53963467447693
46.693451776444974,63.58892300977099,1.109836074317686,8.490211265160772,0.9958064656720844,20.769636716811338,41.81985927105536,20.769636716811338,-41.469113240171815,46.379576995424515,1075.5325811372554,176.3386036263684,1.488953951308929,176.1894453046726,1.4876109250489393,8.52596519287571,89.13866612899463,177.0811997162068
86.56680239158133,18.83716273533253,0.3287705114655338,0.2335051430700758,0.040977308757758735,81.93028753531783,27.950657607348607,81.93028753531783,25.659972153831163,85.85456415680676,3685.503093277624,19.13114351270684,6.259178886230573,19.112122649443858,6.2732016689333845,5.698401143190337,39.81851481565925,466.87164415316823
71.24996276063958,4.225674774804867,0.07375193793881486,0.2621491960785506,0.24491943466143384,71.05627389594245,5.25006032511378,71.05627389594245,2.6783767115831987,71.10673499595059,2528.083880892172,18.627345078158612,1.0392166976647594,18.614859341874734,1.040295118210396,1.0703486901353272,1.4048487980292461,76.05498969041905
13.946848049326706,27.734357919022095,0.48405586161349845,0.7909535989613267,0.5977407483835645,12.34456050540685,6.49048506965061,12.34456050540685,-1.2687697361600048,12.409591077672388,76.99897535752308,9.763974559347401,2.065067267887969,9.766902616940163,2.064329455981532,1.3232385463100123,2.147115007102828,16.33479829801055
97.68412340549182,14.82799482758767,0.25879733121009374,2.1161066415569425,0.4151944533252637,94.43109184981692,24.999137136125203,94.43109184981692,4.240130982451596,94.52623878424924,4467.6049093484535,199.82626063287125,30.936704729992265,199.93437371017993,30.92944008554372,5.096664044062223,31.85305084356749,481.2835504724991
77.30827168908353,35.829386170981074,0.6253407576521437,5.882183226085688,0.6375562065466429,62.678740090131534,45.254219828286644,62.678740090131534,-12.44999761961396,63.90326204517775,2041.8134500073274,368.68783359035626,96.48022281032104,368.3166351676479,96.66466605361288,9.226140637775055,104.38044914714025,578.2828710701029
79.6761090013106,87.18245848542918,1.521620950554008,9.513951980604881,0.5864043331387857,3.916523690995397,79.57979132773974,3.916523690995397,-13.752077601994145,14.298908916186482,102.22939809669865,37.2616183270316,313.14085368987423,37.23219407354064,313.0297467536224,16.22421841544133,322.7799789891234,63.54253579195978
17.170795104176857,16.934280639659445,0.29555895361878876,0.8034788336799161,0.7879894678995094,16.426260547238385,5.001416693684266,16.426260547238385,-2.8807106647157115,16.676946048349713,139.06026474978356,13.198152666217519,0.8519712033668103,13.21245299964106,0.8515689379278003,1.019656818284254,1.2749321581989632,16.749148565905262
47.78666410007888,29.060907021221265,0.5072085111362487,0.33553272248385885,0.07090292014074595,41.770506917280564,23.211850802708177,41.770506917280564,19.920274795141523,46.27734430626431,1070.796298020267,14.015371905486006,7.236119764181124,14.039272222052755,7.244413554280931,4.732283547952737,27.461264917797358,197.6698826742928
40.225812302095214,64.81005983612236,1.1311489325548718,3.2698482167606873,0.4406160699284484,17.120927044239544,36.400409784907936,17.120927044239544,4.32319877848559,17.65831788513482,155.90809526623613,55.98283276489649,66.5800094205363,56.053142548357016,66.48676027601657,7.421082524955746,67.5326112390021,127.05581249904833
